score,review_at,content
3.9,2021/01,2021/1/31日曜17時頃訪店。非常事態宣言下だが、満員。逆に短い営業時間で集中してしまっている感じ。前に新小岩に住んでいた頃から何度も来ていた慣れた店だが、趣きがあって良い。いつものように生中(¥638)、枝豆のお通し(¥275)、お刺身盛り二人前(¥1870)は、マグロ、中トロ、タイ、サーモン、カンパチ、ビンチョウで種類が多い。鴨燻製サラダ(¥935)は香ばしさが引き立つ。牛タン焼き(¥1210)は盛りが大きく、焼きたてでジューシー。島ずしはこの日はテイクアウトで、家で家族に食べられてしまった。
3.6,2020/11,新小岩にある居酒屋さんです！八丈島郷土料理という珍しいジャンルですねこちらのお店、わすの記憶が確かならば30年近くやっている老舗です若い頃、チェーン店ばかりで飽きていたが赤提灯には入りづらいそんな時に出会ったのがコチラのお店です当時は、このような店を飲み会で使うと同世代に一目置かれるような通なお店でした久々に前を通ると、ランチやってましたしかも、ありふれた定食じゃなくお店の個性を活かした島ずしランチを見て即決し勇んで突撃です！店内は普通に居酒屋ですが、20年以上ぶりなので何か感慨深いものがありますね島ずしは確定で、あとは昼呑みをやっているというので単品おつまみも必然的にOKだろうと昔必ず頼んでいたあしたばの天ぷらを頼みます確か量が結構あった気がしたので聞いてみると、やっぱりそれなりに量はあるらしい「ハーフできる？」と聞くと、「そうしちゃいましょうか」とメニューには書いてなかったような気はしましたがノリの良い受け応えでオーダー通っちゃいました臨機応変な対応、一人で行くにはありがたいいいお店ですねしばし待っていると、まずは島ずしランチが着膳し、その後あしたばの天ぷらが着皿です！さて、お味は…【島ずしランチ】ランチの構成は、島ずし・あら汁・漬物・冷奴でしたまず、見た目で驚かされるのが大量のあら汁しかも具の量もすごいし、あら汁というよりはぶつ切りした身がそのままゴロゴロ入っていてもはや小鍋ですもはやあら汁じゃないので骨も少なく食べやすいし、少食の方なんかコレとご飯だけで良さそうですよね魚は何かよくわかりませんでしたが、たぶんブリ系の何かだと思われます島ずしも何の魚かよくわからないですね左端はマグロなんでしょうけど、白身魚がよくわからないですね漬けダレもいい味で、どの魚も美味しいですコレはかなりお得感のある感じはしますが、ただ冷奴の水分が少なかった感じがしたのが残念でした【あしたばの天ぷら】誰がどう見ても、単なる葉っぱですねしかし、コレが美味いというか食べ出したら止まらないんですよね春菊や大葉のようなクセのある味ではなく、サクッと揚げられた衣とパリパリの葉っぱの食感が何とも言えないです味付けはたぶん塩だけかと思われますが、これで十分ですねこのお店に来たら、この二大八丈島郷土料理はマストな食べ物ですねこんなご時世なので八丈島にもおそらく行けないでしょうから、こちらのお店で八丈島気分を味わってくださいpaypay利用可でした
4.2,2020/11,go to eatキャンペーンが利用できる、新小岩に点数の高い店があるから行ってみようと思い、お店に入りました。店内は広く、カウンター、テーブル、座敷などのタイプがあります。大人数でも入りやすい座敷もありました。田舎や地元の居酒屋の漂わせる懐かしい雰囲気がとても良いと思います。コロナ禍でほかのお客さんとも距離をとっていただき安心です。お店の店員さんは元気で、ちょっと声をかけるとすぐ反応して注文を取りに来てくれるのでサービスもとても良いと思います。店名にもある通り八丈島の郷土料理を出してくれるお店とのことですが、お店のおすすめに従って島寿司、あしたばの天ぷら、山芋のメンタイ巻き、刺身盛り合わせなどをチョイスしました。八丈島の料理のため肉料理というよりは海鮮系、野菜系が主ですがどれもとても美味しい。しかもその量が写真のようにとても多くて、2人では食べきれるかどうかの注文をしてしまいました。頑張って完食しましたが、お酒も飲んでそれでも2人で7000円しませんでした。本当に良いお店を見つけられたと思います。またおいしい海の幸を食べたくなったら、ここに来たいと思います。
3.5,2020/10,新小岩開拓今日は会社のメンバーで運動をした後に、こちらのお店で打ち上げをしました。奥に座敷の席があり、昭和のレトロな感じもあり、雰囲気も落ち着きます。島らっきょうや地魚など、美味しくいただきました。お店として誕生日サプライズで真っ暗にしたり、クラッカーも鳴らせたりできるので、いろいろな使い方が出来るお店です。ご馳走様でした。
3.6,2020/10,久しぶりに新小岩の『源八船頭』さんで同期の女子とさし飲みです。２０年以上前に島好きの上司に小岩本店に連れてきてもらいそれから数年に一度、明日葉の天ぷらが恋しくなりこちらの新小岩店へ訪れる。南小岩にもう一つ店舗（高架下店）増えていて人気ありますね！今回は食べログで予約（午後５時）お通しは枝豆、生ビールと明日葉天ぷらで乾杯です。明日葉天ぷらはとても量があるから他の揚げ物を頼む時は注意しましょう！３〜４人で食べても十分な量あります。その後、限定のマグロ刺し頼んだら夜には売り切れ(T . T)アジ刺しイカ刺し（こちらも量が多い）海鮮ユッケ（生卵と肉厚なお刺身旨い）磯辺揚げを食べてお腹いっぱいです。今日飲んでいる女子とは都内から船で１０００ｋｍの距離の小笠原諸島へ一緒に行っとことあって懐かしの島談義で盛り上がりました。私はサワー系で攻めて同期の女子は『一本釣り』という島焼酎のお湯割りで攻めてました。店員さんの接客はとても良くお酒を頼むと提供スピードがとても早いからかなり飲んでしまった(^◇^;)最後まで明日葉天ぷら食べ切るの苦戦して島名物の島寿司（魚のヅケにカラシ）まで辿り着けず、とても残念でした。やはり『源八船頭』さんに来たら明日葉天ぷらと島寿司は是非とも食べてもらいたいtwo topです。帰り際、店内はほぼ満席です。昔はおっちゃんがほぼ８割のお店でしたが今日は女性も多くて客層変わった気がする・・・。席はカウンター、テーブル、座敷と少人数から団体様までＯＫなお店です。今夜は飲んで食べてお会計は￥１０５００でした。大好きな島寿司を食べられなかったので次回はランチで訪れたいと思います。美味しい八丈島料理ご馳走さまでした。
4.0,2020/09,初の八丈島料理。ここのマグロ握り寿司は漬けマグロで提供されます、これが山葵ではなくてカラシ醤油で漬けてあり、絶妙なバランスでネタも大きく、美味しいです。他にも島ラッキョウも沖縄料理と同じでたっぷり鰹節かけてあり島料理の定番なんですね。海老マヨも立派な海老が数本、天ぷら並みで仰天。17時過ぎに来店しましたが、あっという間に満席で、あちこちで宴会が繰り広げられてます。遅くなるほどディープな空間になり、トイレ争奪戦ですw
3.0,2020/09,島ずしランチ　９６０円　源八船頭（新小岩）島ずしを都内で食べようと思うと結構大変だ。新小岩に来たからにはチャンスなので寄ってみた。島ずしは思ったよりも浸かってなかった。注文が多すぎて漬けが足りなくなったのだろうか、それとも元々浅く漬けるタイプなのかは不明。だからお魚が透き通ってこないし、ねっとりもしてない。描いていた島ずしとはちょっと違っていた。しかし、タネが圧倒的に良いものだから寿司として美味しく食べられた。これは素材のおかげ。あら汁は透明度が高い醬油味で、マグロのぶつ切りがたくさん入っていてボリュームがあり、旨かった。
3.5,2020/08,八丈島郷土料理 源八船頭 新小岩注文料理・まるごとカレイ唐揚／900円・海老天／850円・島ずし1人前／850円八丈島の郷土料理を主体とした居酒屋。お昼にはお得なランチもやっているらしい。味◎コスパ◎。新小岩で飲む際は良く行かせていただいている。名前と値段だけ見て注文すると、思ったよりも量が多いのでいい意味でいつも驚く。海老天は850円なのに特大のぷりぷりエビが5尾。ちょっとしたサラダの上に乗せられてくる。カレイも大きいのがそのままの姿でから揚げになってやってくる。これは少し骨が多くてきれいに食べるのむずかしかったかな。そしてここに来たら絶対頼むのは島ずし。ネタをめくるまで気づかなかったがこちらはワサビでなくからしを使用しているんですな。漬けてあるのでそのままでも美味しくいただける。近々新小岩に立ち寄った際はまた行かせてもらおう。ごちそうさまでした。
3.6,2020/08,コロナ媧で自粛、自粛の日々。気分転換もかねてお邪魔しました。お刺身とアシタバ天ぷらと島寿司を注文。どれもボリュームもしっかりあって美味しい。島寿司は添えてあるカラシをつけて。嬉しい良いお店です。家の近くに欲しいと思うお店。ご馳走さまでした。
5.0,2020/07,以前から気になっていたお店に初来店。店内はノスタルジーな雰囲気で◎店員さんにおすすめを聞くと、アシタバの天ぷら島寿司刺身この3品は常連さんは必ず頼むとの事でオーダー。全て大変美味しく頂きました。基本ハズレはなさそうです。マグロのカマ焼き子供用に大きいおにぎりポテトフライ全てレベルが高かったです。量は多いので少人数の方はオーダーの時に注意した方が良さそうです。
3.4,2020/07,皆様の口コミを見て八丈島のお料理がいただける新小岩の【源八船頭】さんへランチに。当初はウニいくら寿司を食べる予定だったのですがランチメニューはほとんど800円～1000円でお食事がいただけるようでコスパの良いランチメニューから選ぶことにしました！選んだのは島寿司をどんぶりにしたイメージ感じの島丼セット♪来るまでにランチを注文した方のみ1杯限定100円の一口ビールで乾杯☆★量は少なめですが発泡酒とかではなく本物のビールのようで100円の一口ビール最高です！！そして出来上がった島丼セットの到着。880円だけどボリュームが凄い(゜_゜)島丼からいただきますがマグロ.真鯛.カジキ.ワラサなどのネタが良い味付けで漬けにしてあり少し酸味が強めの酢飯のシャリと合い美味しい！！そしてセットの味噌汁が今回は真鯛のあら汁だったのですが見た目も濁ってなく味付けが優しく落ち着く味で島丼とのバランスが最高です♪こんなにお得なランチや夜メニューもお安いようで人気な理由が伺えました(^^)また接客もきちんとしており印象が良かったです！！また機会があれば来たいですね★☆ごちそうさまでした～島丼セット (マグロ.真鯛.カジキ.ワラサの漬け丼、真鯛のあら汁、煮物、お新香付き.880円+税)一口ビール (ランチ注文した方のみ1杯限定.100円+税)
3.5,2020/01,<2020.1>魚政で鰻をいただき新小岩に☆２時間後くらぃなか小腹が空いたのでホテルすぐ近くの『源八船頭』さんへ❤️３年ぶり！2度目です。遅めの時間でしたがさすが人気店！ほぼ満席！！カウンターへ座りました。小腹が空いたと来るお店ではなかった(笑)とりあえずボリュームがすごいお店。もちろんちゃんと美味しいです❤️おばさんスタッフは融通の利かないタイプだったけど若くてイケメンな男の子はすごく感じがよかった(^○^)やっぱり接客がいぃとまた行こう！ってなります。すごく重要❤️写真では分かりにくいかな~？やっぱ量がすごい(笑)おにぎり1つにしてもめっちゃ大きいし、皿うどん？ちゃんぽん？はものすごい量！！！イケメン君も『大丈夫ですか~？(笑)』と。まぁ鰻を食べてきたのは知らないけど(笑)さすがのコブタも今回はしんどかった( ω-、)とゆうのも、80％コブタの胃袋へ…( ´-ω-)持ち帰りたかった…。残すのは申し訳ないから頑張りました！量だけじゃなくもちろんお料理は美味しいです❤️メニューもめちゃくちゃたくさんあって、美味しくてボリュームもあってコスパほどほどいぃんだからそりゃ、お客さんは多いですよね~(^○^)初めての方で少食の方はボリュームおおいから2.3品くらいで終わりそう(笑)大人数で来るのがベストだな☆今度はお腹を空かせて来てみよっと♪ごちそうさまでした☆
4.7,2017/11,【やっぱりコスパ最強！の居酒屋】2回目の訪問です。やっぱりここに来たら明日葉の天ぷら！今回も在庫ありました！このサックサク感ハンパない。笑刺身も一つ頼んでこの量ですよ！すごくないですか？！味も濃厚でとっても美味しいんです！そして前回気になっていたジャンボオムレツをオーダー。もともとどれも大きいのでジャンボってどのくらいや？と思っていたら、やっぱり大きかった。笑しかし、くどくなくすらすらと口の中へ入って行きます。やー！やっぱり何食べても美味しいなぁ！また来ます！
4.7,2017/06,【マツコの知らない世界で紹介されたコスパ最強の居酒屋】知人のオススメでこちらのお店に来ることに。とにかくすごいから行こうと！オーダーをしてすぐにわかりました。一皿がデカいんです！普通に2人分じゃねーかと思う量で一人分の値段。そして驚くなかれ、びっくりするのは値段だけじゃない。料理の味も凄いんですよ！今回どうしても伝えたいのは、八丈島名物の明日葉！初めて聞きましたよ明日葉って！この天ぷらのサクサク感がすんごくてめちゃくちゃ美味いんですよ！ビールが進む進む！たまに明日葉がない時もあるので事前にご確認を！あ、予約は4人からでないと出来ないと言われましたので、合わせてご注意を！
3.5,2017/02,八丈島に行かずして、島ずしとアシタバの天ぷらをいただける貴重なお店です。島ずしはツヤツヤでボリューミーでぷりっぷり！アシタバは癖がなくさくっさく！居酒屋でありながら本格的な島料理が楽しめるので、時々利用しています。お酒もお料理も楽しみたい方にはオススメです！
4.0,2025/01,島寿司がとても美味しくリーズナブル。その他アテも非常に美味しく島焼酎がすすみます。小岩ボール濃いわー。
4.3,2025/01,古き良き的な店構えなんですが、注文がモバイルオーダーなんで楽です。明日葉天がサクサクで素晴らしい。次回は、八丈島名産の焼酎飲んでみたい。
5.0,2024/12,島寿司、明日葉の看板メニューはもちろん、お刺身その他の揚げ物等のメニューもめちゃくちゃ美味しかったです！忙しいのに接客もちゃんとしてて、混み具合も納得のお店でした！少し値ははりますが、とこぶしの柔らか煮の柔らかさに癒されました。
3.5,2024/11,3件目は良く宴会で使うココ！島寿司とアシタバはマスト。
3.7,2024/09,八丈島郷土料理 源八船頭 新小岩店でした。ここまで来ると味をあまり覚えてないんだけど、島寿司は美味かったと思う。あと明日葉の天ぷらね。
3.5,2024/04,明日葉の天ぷら美味しかった✨焼きチーズは予想を覆す感じの見た目だけど味は良かった。サックサクでした。
4.0,2024/02,あしたば料理と海鮮ユッケが特に美味しい。全体的に量が多めなので得した気分。
4.0,2024/02,2回目の来店になるのですが、どれを食べても本当に美味しいです！
5.0,2024/02,八丈島料理とは！！！？となりながら行きました！連れて行ってくれた方オススメの島寿司が本当に美味しい！！そのほかも、絶妙に変わったメニューが多くて、楽しいお店でした✨
4.0,2023/11,やはり島寿し美味しいです。ゴーヤチャンプル、鶏唐揚、明日葉天ぷらみんな美味しいです。それに店員さんが親切。また行きたくなる要素がたくさん。
5.0,2023/11,どの料理も美味しくてまた利用したいお店です。
3.5,2023/10,珍しくくさやが食べられます。あしたば天麩羅、島寿司も美味しかったです♪
3.5,2023/08,島寿司、お刺身と魚がとても美味しかった。
4.5,2023/07,郷土料理が食べれて美味しい店。沢山出てくる。サウナレインボーからのサ飯は天にも昇る。
3.0,2023/03,明日葉の天ぷらは苦くなくサックサクでした。天ぷら美味しい。握りも大きく、口の中でとろけました。野菜炒めも味が濃いめでこれまた美味しい。ただ人が沢山で握りご出てくるまで３０分かかりました。
3.5,2023/02,島寿司3人前あしたばの天ぷら寿司うまい。
5.0,2023/02,お刺身の盛り合わせとビールでおじさん4人で美味しくいただきました。お店の活気もよく、お刺身は新鮮ですし厚切りで大満足！若い女性店員さんもとても愛想がよくおじさん達はますますご機嫌になり食べきれないほど頼んでしまいました（笑）
4.5,2023/01,何を食べても、美味しい！個人的な感想ですが。店員さんも感じが良くて、対応も丁寧なお店です。◎です！
3.7,2022/12,"あしたばの天ぷらが美味しい。ハーフでもボリューム◎。1人2,000円台。ちょい飲OK。"
4.0,2022/08,アラ煮ランチ880円也量がハンパなく多い濃い味付けが少し飽きるかも
3.2,2022/04,あぶり〆鯖 鯵 刺身 島らっきょう トマト 塩から ホタテごちそうさまでした
3.4,2022/04,コスパの良いお店。このエリアで美味しいお刺身がいただけます。お寿司は通常の江戸前とは違い、別のお寿司として楽しめば良いと思います。
4.0,2022/03,刺身も島寿司もおいしかったです！新小岩でのむならここかな
4.2,2021/11,写真を撮りませんでしたので、文字だけになります※11/15から当面ランチ営業休止されるそうです新小岩駅南口から徒歩数分の距離の狭い裏路地にあります八丈島の郷土料理を食べられるということで、あるメニューに惹かれて予約しましたそれは「島寿司」ネタの説明はありませんでしたが、シマアジ、マグロ、辺りのちょっと大きめなネタを漬けにして、わさびの代わりに和辛子を使った握り寿司ワサビが手に入らない島ならではの寿司ですねシャリはちょっと大き目ですが、一口で食べられる位のサイズです2人でしたが1人前を2つ別盛りにしてくれました値段は同じですちなみに辛子だと知らずに食べると辛子なのかワサビなのかよくわかりません（笑）かなり前に八丈島で食べましたが、とても美味しいです次に、明日葉の天ぷらハーフサクッザクッという食感で、肝心の明日葉の味はありません（笑）お祭りで食べるスピン(揚げ菓子)みたいな感じで軽く塩が振られていて程よい塩味が美味しいです明日葉はスーパーフードとまではいきませんが、栄養も摂れますその他、唐揚げや焼き鳥、刺し身、酒盗なども種類豊富で色々楽しめます気になりましたらぜひご賞味下さい(特に島寿司)お酒は八丈島のもの以外にビールやサワー、日本酒などが提供されています店員さんもなかなかの気配りで、良いペースで飲み食いしてしまいました明日からまたダイエットしなければ…
4.0,2021/10,一つ一つ甘さがあって大満足！どれも美味しく絶品でした！また行きたい！
5.0,2021/10,量もかなりあるので、コスパもいいです。料理は全部美味い！今回食べなかったですが、海老フライなどもでかくてよかったです。
4.0,2021/07,よく利用するお店です。八丈島料理のお店で海鮮がとっても美味しいです♪店内の雰囲気も島感があって好きです。おすすめです
3.6,2021/04,"過日の昼餉、新小岩での午前中の業務を終え、駅界隈をふらりと散策。当初は福島さんかとんかつ暁 さんに伺おうと思っていたのだけれど、夜焼肉を予定していたこともあって、とんかつは却下。毎度福島さんも芸がないので、ふっと佇むこちらに誘われるように初入店。ショップカードを拝見すると、小岩本店、新小岩店、高架下店（小岩）とあるから、界隈ではそれなりに手広くご商売をされているお店のようだ。お刺身定食を所望。店内は少々薄暗い照明の中に漁師小屋的とでもいうような調度。好みは分れるところかな。壁には手書きメニューがべたべたと、ざっかけなさを演出。ややあって供された定食。お刺身三点盛り、白飯、潮汁、漬物。お刺身はマグロの赤身を中心に結構な厚切りボリューミーで嬉しい。潮汁美味しい。白飯熱々よきかな。漬物凡庸。この質量であれば1,070円（税込）は相応。昼時、きちんとお魚の定食を頂けるお店は結構貴重。iD決済ができたのも好印象。ハードボイルド系昼餉処。夜伺いたいと思わせるポテンシャルも。再訪ありの良店。"
3.6,2021/03,1.5島寿司　1070円ボリュ〜〜〜ム
4.0,2020/09,めちゃくちゃ美味しかった！でも家からちょっと遠いのが…近くに会ったらめちゃくちゃ通いたい鮪のカマ！島寿司！！！！
3.8,2020/07,2020年７月27日の１時半ごろに入店。新小岩の居酒屋繁盛店。八丈島料理といいますか魚料理に定評のあるお店。いやぁ　ランチはじめてたの早く気づきたかったよ。2020年、新型コロナで不景気な感じですが、敷居の高いお店のランチ展開は単純にうれしいかも。一人飯では居酒屋さんは結構勇気いるしな。本日は刺身定食込960円ランチは島ずし・天ぷら定食・づけ丼なんかもあり1000円前後の定食メニューになっていますよ。今日はつまにワサビ醤油つけてたべたかったので、島ずしは選ばなかった。今日の刺身は、赤身マグロとはまち？ともう一つ白身ものでシマアジとかかなぁ？３種ですが、丁度いい刺身量でした。それにわかめもついてたし。塩味のあら汁・豆腐サラダ(ゴマドレ)・キューちゃん系の漬物＆つぼ漬けといいラインナップでしたね。このあら汁うまかったぁ。臭みなくて甘い感じで飲みやすい。豆腐サラダも食べやすくて冷蔵臭さもなくてよかったし。いやぁ　残念な感じがぜんぜんなかった定食でしたよ。そしてランチビールが100円。病院に行く前だったので注文出来ず残念。ランチは14時で〆なので１時半入店でギリかも。テイクアウトもあるらしい。島ずしたべたーい。明日葉の天ぷら興味あるわぁ。
3.7,2020/03,めっちゃ混んでだ。うまい。唐揚げやばい
3.5,2019/12,『明日葉』料理がたくさん有りましたよ。次回は、一次会で利用したいです。
3.2,2019/10,刺身はひときれが大きく満足 鮮度もよいですくさや もここくらいですね他じゃ出てこない～
3.0,2017/02,とても混んでて 店員さんを捕まえるのも大変
3.4,2016/11,1109宴会新小岩八丈島料理の居酒屋。『源八船頭』で島料理を堪能。刺盛りに島寿司美味しいです。
4.5,ー ,こちらは初めて行きました。小岩の本店は何度か行ったことがあります。基本は同じですかね。八丈島料理の名店です。あしたばの天ぷら、島寿司、ジャンボオムレツがお気に入りです。これだけで、お腹いっぱいになります。雰囲気も良いので、また行きます。
3.5,ー ,お酒は濃いめですが、料理はどれでも美味しい！山芋スタミナ巻きや、カレイの唐揚げ、こぼれいくら寿司、イカの沖漬けは行くと毎回頼みます。行くたびに混んでおり、活気のある好きなお店です。
4.0,2025/01,N/A
5.0,2024/12,N/A
5.0,2024/12,N/A
5.0,2024/12,N/A
4.5,2024/11,N/A
2.5,2024/11,N/A
5.0,2024/10,N/A
3.5,2024/10,イカ肝和えが絶品でした！
3.5,2024/09,N/A
5.0,2024/09,N/A
3.6,2024/06,N/A
3.5,2024/04,N/A
4.5,2024/03,N/A
5.0,2024/02,N/A
4.0,2024/01,八丈島の島寿司が食べられる有名店！
3.7,2023/11,N/A
3.7,2023/10,N/A
4.0,2023/09,N/A
3.5,2023/09,N/A
5.0,2023/07,N/A
3.4,2023/07,N/A
3.5,2023/06,N/A
4.5,2023/05,ご飯とお酒が美味しかった！雰囲気も◎
3.5,2023/04,N/A
3.5,2023/03,N/A
4.5,2023/03,コスパ最高です
4.5,2023/02,N/A
3.8,2023/02,N/A
3.6,2022/12,N/A
3.5,2022/09,N/A
3.5,2022/08,N/A
3.5,2022/08,N/A
3.5,2022/04,島寿司、お刺身共に美味しかったです。
3.0,2022/02,N/A
4.0,2022/01,N/A
3.5,2022/01,N/A
3.5,2022/01,ゴーヤチャンプル
3.5,2021/12,N/A
3.5,2021/11,N/A
3.6,2021/07,島丼　　1100円今日は握りではなく丼
5.0,2021/06,N/A
3.5,2020/12,N/A
4.5,2020/11,N/A
3.5,2020/09,N/A
3.3,2020/08,N/A
4.0,2020/06,N/A
5.0,2019/11,N/A
-,2019/07,N/A
3.5,2019/06,N/A
3.5,2019/03,N/A
4.1,2019/02,N/A
-,2019/02,N/A
3.0,2018/10,N/A
4.0,2018/03,N/A
4.0,2017/12,N/A
4.3,2017/11,N/A
3.4,2017/11,N/A
3.3,2017/09,N/A
3.0,2017/09,N/A
3.7,2017/06,老舗大衆酒場安定感あり
2.8,2016/03,N/A
3.2,ー ,N/A
4.0,2025/02,どの料理も美味しかったです！ただ量が多くて、2人だと食べれる品数が少なく、大人数で色々な料理を食べたいと思いました
4.0,2025/01,なにも頼んでもハズレなし！そしてなにより注文してからの提供スピードがすごい！またぜひお世話になりたいです！！！
4.0,2024/10,伊豆七島の名物料理が楽しめる。島寿司はネタが豪快で満足度高め。創作的な料理もコスパ高く食べた割にはお手頃なお会計でした。
4.0,2024/10,明日葉の天ぷらと島寿司はここでしか出会えない味！
3.0,2024/08,一品一品のボリュームもあり、美味しかったです。
5.0,2024/05,何を食べてもおいしいけど、特に島寿司が大好きです
5.0,2024/05,海鮮が美味しいですねぇ、くさやも思ったより匂わず食べやすかったです。
4.5,2024/03,島寿司はいつも1番大きいのを頼んでもすぐなくなる。あしたばのてんぷら、まぐろのカマ。最高
3.5,2024/02,お寿司がボリューム満点。海老水餃子が美味しい！
5.0,2023/12,コスパの良い居酒屋さんで、大変満足でした。名物料理の島寿司やアシタバ料理、クサヤが美味しかったです。
4.0,2023/12,あしたば天、とこぶし煮、島寿司、どれも美味でした。満席で大忙しなのに、スタッフさんが落ち着いていて素晴らしい。
3.8,2023/07,どの料理も美味しかった。理想の下町居酒屋という感じ。また利用したい。居酒屋なので周りの声はうるさかった。
4.5,2023/04,明日葉が好きです。島寿司も！青りんごサワーも美味しかった。また行きたいです。
3.5,2021/07,コロナで酒類の提供禁止の代わりにランチも提供していた。天丼をチョイス
4.5,2020/11,また来ちゃった！島寿司食べたくて。ここのお店の値段だけ見たら高いの？と一瞬思うけど、量が多くて美味しいからお得だと思う！ジャンボオムレツ本当にジャンボ‼️
4.5,2020/11,久々に行ったけどやっぱり美味しい！島寿司！
3.4,2017/08,あしたば、島すしが名物の八丈島料理。焼酎も八丈島のでボトル２５００、料理はあしたばの天ぷら、ホルモン炒め、山芋のマグロ巻き、島すし。どれも量充分でおいしい。
3.0,2017/06,郷土料理屋？新小岩店の方があんかけの焼きそばがあるのでこちらに来ますが、お店的には小岩の方がいいです。量が多いので、シェアすると良いですよ
4.0,2017/04,安定の美味しさ。変わらずの量。でも大人数じゃないと種類を頼めないもどかしさがありますね（笑）あしたばの天ぷらをお塩でどうぞ！
4.5,ー ,島すし、明日葉の天ぷら、イカ他刺身‥‥、島焼酎‥いつもながら、とても美味しい。
4.5,ー ,初新小岩。昼から沢山の呑んべさんが繰り出すも、様々な飲み屋が目じろう街。その中でも八丈島郷土料理とそそる名前のお店に入店。珍しい天ぷら、カレイの煮卵や八丈島焼酎など、ワクワクが止まらないお店でした
4.0,ー ,しま寿司と明日葉の天ぷらがホントに美味しい
3.5,ー ,いつも賑わってる一品一品のボリュームが多いから人数いた方が楽しめる島寿司はマストお金に余裕あればウニいくら寿司も美味いエビマヨ大きくて食べ応え抜群
4.5,ー ,激うま、ゴーヤチャンプルと山芋スタミナ巻きおすすめ
3.0,ー ,意外と島メニューはない　夏は明日葉のオフシーズンとのこと
2.0,ー ,非常に残念。今初めて行ったお客さんは満足だろうけど、クオリティーが昔と比べ物にならないくらい悪い。マスターや女将さんがいた頃の味やサービスに戻って欲しい。
2.0,ー ,島ずしはなに？職人の握りやめたの？名物だよね？シャリがロボット握りの形だったよ？だったら回転ずし行くわ。とても残念
4.0,ー ,量が凄い！コスパ良い！オススメ！島ずしも刺身も天ぷらも美味しい！！！くさやは美味しいけど臭すぎました笑
4.0,ー ,明日葉の天ぷら、島寿司、アサリの酒蒸しめちゃうま！
5.0,ー ,小学校のごろごろ、両親に連れていってもらいにきました。何故なら、ここのカレイの唐揚げが超絶に美味しいから！！！
4.0,ー ,何食っても美味い。島ずし、アシタバの天ぷら、あん肝、イカの沖漬け、最高。1人でも行っちゃうよ。量も多いから満足します。
3.0,ー ,賑やかな(騒がしい)大衆酒場。上品さは全く無いけど、コスパは良い。「安くて旨い」を求めるならオススメ。
3.0,2025/02,美味しい
4.0,2024/12,混みすぎて料理が遅かった。
5.0,2024/04,美味しかった。
4.5,2023/12,島寿司最高です！
3.9,2023/12,寿司が美味しい^ ^
3.5,2023/12,コスパが良い
2.5,2023/09,料理の塩味が強すぎた。
5.0,2023/05,明日葉の天ぷら最高
5.0,2023/01,コスパもいいし料理も美味しいです！
3.0,2022/09,少し高いが、量が多く味も満足。
3.6,2007/04,美味しいよ
5.0,ー ,美味しかった
3.5,ー ,それなりに美味しいけど・・。
3.9,ー ,島寿司ランチ美味しい！
3.1,ー ,まーまー
3.5,ー ,明日葉の天ぷらの存在感！
5.0,ー ,島ずし旨すぎ
3.7,2020/02,源八船頭 新小岩店知人のオススメで訪問。昔からある八丈島料理がウリの人気居酒屋。金曜ということもあり店内は満席で少し待ちました。ウリのお寿司盛り合わせは漬けてあり、わさびではなく、辛子が入ってるのは珍しく味は美味しい。明日葉の天ぷらや海苔で長芋、マグロが巻いてある料理を頂きましたがどれも美味しくお酒が進むメニューです。また来よう。
4.3,2019/12,"今日は同期7人で新小岩に出没。2週間前に予約を入れさせていただき伺いました。19:00前に伺いましたが満員の店内。人気店です。とりあえず、ビールで乾杯。注文したのは刺身の盛り合わせ、あん肝、名物のアシタバの天ぷら、近くでお店をやっている知り合いのオススメのスタミナ巻きとカレイの唐揚げなどなど。どれもボリュームが素晴らしく、7人だったので最初は2皿づつ頼んでましたが、途中から1皿にするほどでした。名物のアシタバの天ぷらはパリパリで美味しく、お刺身も新鮮。あん肝は尿酸値には悪いでしょうがめちゃくちゃ美味しく、お酒が進みます。焼酎のボトルをお願いしましたが、お酒が捗りました。知り合いが薦めてくれたスタミナ巻きは、山芋の細切りとマグロが巻かれていてあっさりで美味しく、カレイの唐揚げも大きくパリパリでとても美味しかったです。最後にこれまた名物の島すしをいただきましたが、痛恨にも写真を取り忘れてしましました。お腹も心も満腹で〆てもらったっところ、一人当たり3,500円程度。コスパ抜群、大満足な宴会となりました。ごちそうさまでした。"
3.7,2019/11,この日は新小岩に仲間の弟がやってるマッサージに行ってきた！ちなみに弟はプロレスラー！身体中バキバキにされてツボ押されまくりでした。からの兄貴と仲間達とでいつも行くここの八丈島料理屋へ。俺は新小岩でいろいろ飯食ったけどここが一番好きだな^_^島寿司なんてほんと美味いよ！八丈島の焼酎「島の華」も最高！イカの沖漬けはワタもたっぷりでからめて食べるとめちゃくちゃ美味しい^_^もう言うことないな！また新小岩行ったら絶対ここだな！押忍押忍！
